buy_date,sell_date,sell_reason,symbol,symbol_name,strategy,profit_pct,raw_long,idx_return,idx_return_str,profit_pct_str,raw_long_str
2021-12-06,2022-01-05,止损(-15%),300750,宁德时代(300750),单边多头 (满仓),-0.17294997799618614,-0.17294997799618614,-0.08652336735374937,-8.65%(创业板),-17.29%,-17.29%
2021-12-10,2022-03-04,止损(-15%),002475,立讯精密(002475),单边多头 (满仓),-0.15548022598870062,-0.15548022598870062,-0.10895933390775119,-10.90%(沪深),-15.55%,-15.55%
2021-12-31,2022-01-27,止损(-15%),300244,迈瑞医疗(300244),单边多头 (满仓),-0.15254757519950887,-0.15254757519950887,-0.13028116021036526,-13.03%(创业板),-15.25%,-15.25%
2022-01-06,2022-04-06,止盈(60日),00762,中国联通(00762),Alpha对冲 (做空恒生),0.006693818510541405,-0.020000000000000018,-0.03338763702108283,-3.34%(恒生),0.67%,-2.00%
2022-01-20,2022-03-07,止损(-15%),00700,腾讯控股(00700),Alpha对冲 (做空恒生),-0.020120117052180267,-0.17235494880546076,-0.13211471470110023,-13.21%(恒生),-2.01%,-17.24%
2022-01-24,2022-03-15,止损(-15%),600519,贵州茅台(600519),Alpha对冲 (做空沪深),-0.006495321630430373,-0.17498865711925737,-0.16199801385839663,-16.20%(沪深),-0.65%,-17.50%
2022-01-28,2022-03-15,止损(-15%),601318,中国平安(601318),Alpha对冲 (做空沪深),-0.033594550476321,-0.20894445780235643,-0.14175535684971444,-14.18%(沪深),-3.36%,-20.89%
2022-02-01,2022-03-14,止损(-15%),601888,中国中免(601888),Alpha对冲 (做空沪深),-0.05413620220206598,-0.2082636732744208,-0.09999126887028884,-10.00%(沪深),-5.41%,-20.83%
2022-02-22,2022-03-15,止损(-15%),002415,海康威视(002415),Alpha对冲 (做空沪深),-0.008331634841217198,-0.1509781357882624,-0.13431486610582802,-13.43%(沪深),-0.83%,-15.10%
2022-03-01,2022-03-07,止损(-15%),03690,美团(03690),Alpha对冲 (做空恒生),-0.05001750160389508,-0.1740112994350283,-0.07397629622723814,-7.40%(恒生),-5.00%,-17.40%
2022-03-16,2022-06-16,止盈(60日),00981,中芯国际(00981),Alpha对冲 (做空恒生),-0.03536907380678872,0.028935185185185182,0.09967333279876263,9.97%(恒生),-3.54%,2.89%
